file	affiliations	country
p5996-gannon.pdf	Autodesk Research-Carnegie Mellon University-Carnegie Mellon University	USA
p3167-krishna.pdf	Stanford University-Yahoo	USA
p1822-qaurooni.pdf	Indiana University Bloomington	USA
p5114-miau.pdf	Columbia University-Columbia University	USA
p4309-korayem.pdf	"School of Informatics and Computing-Naval Surface Warfare Olin College-Center, Crane Division-Indiana University-Indiana University"	USA
p2026-lessel.pdf	"DFKI GmbH, Saarbr¨ucken Graduate School of Computer Science, Saarland University-DFKI GmbH, Saarbr¨ucken Graduate School of Computer Science, Saarland University-DFKI GmbH, Saarbr¨ucken Graduate School of Computer Science, Saarland University"	Germany
p2958-crivellaro.pdf	"Open Lab, Newcastle University-Open Lab, Newcastle University-Open Lab, Newcastle University-Microsoft Research"	UK-UK
p1692-choi.pdf	"SwimTrain: Exploring Exergame Design for Group Fitness-KAIST, ∗Microsoft Research Asia"	China-Korea
p5704-you.pdf	"(cid:)Institute of Information Systems and Applications, National Tsing Hua University, Hsinchu, Taiwan-(cid:)Institute of Information Systems and Applications, National Tsing Hua University, Hsinchu, Taiwan-(cid:)Institute of Information Systems and Applications, National Tsing Hua University, Hsinchu, Taiwan-†Intel-NTU CCC Center, ‡Dept. of Computer Science and Information Engineering,-and ∗Dept. of Electrical Engineering, National Taiwan University, Taipei, Taiwan-and ∗Dept. of Electrical Engineering, National Taiwan University, Taipei, Taiwan-(cid:)Taipei City Psychiatric Center, Taipei City Hospital Songde Branch, Taipei, Taiwan"	Taiwan
p770-gomes.pdf	"Lab, Queen’s-s University,-s University,"	Canada
p261-sarkar.pdf	Labels for Computer Vision-University of Cambridge-University of Cambridge-Microsoft Research-Department of Neurology-University Hospital Bern-University Hospital Bern-Department of Medicine-University Hospital Basel-University Hospital Basel-VU University Medical Center-VU University Medical Center-VU University Medical Center	Switzerland-UK-Netherlands
p1857-lee.pdf	"Aalto University,-Aalto University,-Aalto University,-Aalto University,"	Finland-Finland
p5126-yoo.pdf	"School of Computing, KAIST"	Korea-USA-USA-USA
p1934-mott.pdf	"The Information School-MintViz Lab | MANSiD-University of Colorado, Boulder-University of Colorado, Boulder-DUB Group-University of Washington-University of Washington-Research Center-University Stefan cel-University Stefan cel"	USA-USA-Romania
p2406-wang.pdf	Center for Human Computer-College of Computing and	USA
